term_months,interest_rate,loan_amount,sba_guarantee_pct,business_age_mature,loan_size_bucket_micro,naics_sector_62,loan_size_bucket_large,borr_state_FL,business_age_startup,borr_state_TX,jobs_supported,business_age_established,loan_size_bucket_small,borr_state_CA,loan_size_bucket_medium,business_age_new,naics_sector_48,borr_state_WI,borr_state_NJ,borr_state_NY,naics_sector_71,naics_sector_52,borr_state_WA,naics_sector_45,borr_state_MN,predicted_prob,actual_default
4.775064321203694,-0.021723995367419088,0.0022405435195468003,-0.19224202340253227,0.062482401090442896,0.00994955447575862,0.03133131132056059,0.000311665139205619,0.594306726528839,0.005240654863597787,-0.005441876783699928,-0.3499739037668949,-0.014813552114913678,0.00031762763941186695,-0.007363258441192454,0.0010575172121930513,-0.029238085629578216,0.04108902979715191,0.016351628676422255,-0.005461708491495008,-0.007098392228125572,0.0003572885009703346,0.007863331389686212,0.004705581766282351,0.001438165418815918,0.015406040448731872,0.9703004114938303,1
1.2661337509120065,-1.3484169062026896,-0.16760284453151073,-0.2596727732037294,0.056618584506259534,-0.00025574406650149005,0.044656270372016936,0.0003409616837460026,-0.02503618971184498,0.022212579726442114,-0.011301528328344348,-0.3104553019979824,-0.009330129354998768,0.0015161200950655855,0.0020159353314065116,0.0004085802233984254,-0.02657549180398808,0.0032625611605943466,0.016240141044339993,-0.0047491597649330355,-0.016906889988626137,5.324208243297701e-05,0.008087178943406855,0.011598578930211819,0.0003637619172676711,0.005846000903008743,0.10059482904382219,0
-1.7882715157926052,0.35634455173550356,0.2668804966815782,-0.7546464209030751,-0.3522987859886236,0.0022786534845191434,0.029109239334479547,0.00013454996485236928,-0.018456094386108887,-0.0005493559701685644,-0.007044398511348334,-0.7826307264611023,-0.04050788535775438,0.0006911026285403413,-0.01705756014981755,0.0038801953971090335,-0.01936804682245878,0.004772570847813429,0.012369707080617364,-0.0015278902764765834,-0.004719283543374361,0.004509080108472346,0.0032581684850311655,0.005152557848909775,0.0007293432974415126,0.0106627648740877,0.01060268158388854,0
1.156129153355155,-0.2154187261419278,-0.784629790484226,-0.3027769770044085,0.05262520227748432,0.00027008630292751543,0.031394322482332516,0.0006310674249029968,-0.028610288600422352,0.02204326435033834,-0.011987484176598558,-0.24933158960849416,-0.015285023615715206,0.001130783875095586,-0.01250254844529645,0.0007999558033597849,-0.0344270142142038,0.06440948317623675,0.016264606369920286,-0.008128424443613577,-0.01041793510303359,0.00039857595609630404,0.0060431788674594105,0.009085561329470785,0.0010882256802899365,0.016078705337540408,0.14870329801364893,0
-0.5553587302849088,0.35148875462017326,0.020184382938868956,0.5660012657441268,0.025106055183111476,-0.02107087665640414,0.04259842746653013,0.000798906665838022,-0.01673184890109674,-0.12880174346042358,-0.003925114179163802,-0.2689364296269661,-0.06707650720657868,0.004413769116176562,0.0027506227548733304,0.0019028252961729756,-0.011436968496258016,-0.0025186089850843954,0.005996840969347217,-0.00514610719630789,-0.010496721918334893,0.0004607375280308873,-0.5886043766009557,0.00527980903097201,0.0010761041746216741,0.01579273830342039,0.11047121766378891,0
-1.9066300093147315,-0.13816304945149505,-0.2829152723016069,-0.7261630394424546,-0.18851902705435838,0.00033310088053874816,0.03999382149035817,0.0005455918005762318,-0.0393328058407327,0.004799631125727364,0.157316758934862,-0.19647886884900148,-0.11585071982630908,0.008706721106142566,0.0009905004374208713,0.001276370265686752,-0.01913959039473015,-0.0025812903161885354,0.012365956449856929,-0.007328840355751252,-0.016050181231195913,0.0004149107287734288,0.010285229461451767,0.005125694869123155,0.0014760279395701309,0.011537425636063222,0.00789445400455967,0
-0.9592923710924224,-0.5549376503128177,0.41778431940907623,-0.14989997486232662,0.0739532081186595,0.011703524631500414,0.050657455629941166,-0.002315287901570143,-0.026333670682086686,0.00890462602546167,0.03891266387786812,-0.02217305470758568,0.4346851056487122,-0.000521932108688105,-0.0015475261668214397,0.02099608249594836,-0.02194478922575152,-0.021241053670548158,0.0105712578180649,-0.009731873897492685,-0.026957474041438275,-7.727269354280408e-05,0.016253108552808895,0.019276748049153553,0.0018368075336277932,0.018225677366829163,0.10689115338343773,0
-2.0943107548181588,-0.029745808552733496,-0.05954272058422994,0.4857709379261369,0.13901550432358434,-0.009653100185793526,0.0426378547636432,0.0003895706244912654,-0.002585384615973862,-0.001852100679610102,-0.0008221952513235148,-0.43419896583454687,0.05300895028805534,0.03529153519097912,0.04125149714068302,-0.046831630678442246,0.12527125017929838,-0.005762516933324522,0.009440123256721368,0.0013285935983031033,0.0007125469233447333,0.003976101206464725,0.016260508298020167,0.007188939999398641,0.0079651759891773,0.011027583122364668,0.04091619287599196,0
1.262408985049778,0.053765489389037684,-0.058183570123923084,-0.4349158294741688,0.12611917295166897,-0.001501833479384918,0.032361963609774336,0.0007949024240348008,-0.029844520427813544,0.021608128612574794,-0.011843589304607752,-0.21761195611697262,-0.04725433259405453,0.002047020156530403,0.42687806076467344,0.001152572143193985,-0.030425106846941153,-0.0013443005103279913,0.010270358349306044,-0.0054530969793052785,-0.0061805895755856636,0.0004904992316313849,0.00819415638137373,0.013110679342912131,0.00028506700292865766,0.01086171923741843,0.4197270424731298,0
-1.8560378228957248,-0.12238388550976302,-0.3335052536399032,-0.5805834067040753,0.22126702093080217,0.001661515244681975,0.048143511871695514,0.00028550868637356683,-0.024514658774193173,0.005013485631407847,-0.006902707567152454,-0.21350754439837505,-0.07049722584485389,0.008522977260429727,0.00648472380071597,-0.0008679202951540899,0.23930712248097644,-0.003398649015041721,0.012304071882834321,-0.003103486641702086,4.8937562743974916e-05,0.0018223598938063186,0.008560230031613995,0.004550617985303733,0.001801965848449534,0.011211382615040674,0.016398980365648498,0
