feature,mean,std
loan_amount,366840.56178560964,679893.4172947599
sba_guarantee_pct,0.6456878331204989,0.1534955551035184
interest_rate,6.5069456360167885,1.5868054009973953
term_months,115.74198993049741,75.89892867304259
jobs_supported,10.655514675096299,20.701777041606523
has_collateral,0.0,1.0
is_revolver,0.0,1.0
